"수","04시-06시","7월",47,2,55
"수","04시-06시","8월",67,4,91
"수","04시-06시","9월",60,2,76
"수","04시-06시","10월",50,0,68
"수","04시-06시","11월",63,1,79
"수","04시-06시","12월",58,6,75
"수","06시-08시","전체",1790,38,2473
"수","06시-08시","1월",150,3,206
"수","06시-08시","2월",102,4,147
"수","06시-08시","3월",122,3,169
"수","06시-08시","4월",149,2,196
"수","06시-08시","5월",148,1,210
"수","06시-08시","6월",155,6,205
"수","06시-08시","7월",131,3,217
"수","06시-08시","8월",147,2,217
"수","06시-08시","9월",149,2,176
"수","06시-08시","10월",168,4,234
"수","06시-08시","11월",199,3,252
"수","06시-08시","12월",170,5,244
"수","08시-10시","전체",3468,36,4674
"수","08시-10시","1월",218,1,287
"수","08시-10시","2월",130,2,177
"수","08시-10시","3월",240,1,320
"수","08시-10시","4월",281,1,401
"수","08시-10시","5월",326,4,429
"수","08시-10시","6월",350,6,481
"수","08시-10시","7월",279,3,368
"수","08시-10시","8월",311,3,395
"수","08시-10시","9월",359,3,473
"수","08시-10시","10월",335,2,456
"수","08시-10시","11월",335,3,469
"수","08시-10시","12월",304,7,418
"수","10시-12시","전체",2764,50,3825
"수","10시-12시","1월",215,2,318
"수","10시-12시","2월",168,2,236
"수","10시-12시","3월",255,5,310
"수","10시-12시","4월",210,3,280
"수","10시-12시","5월",223,6,295
"수","10시-12시","6월",256,5,352
"수","10시-12시","7월",227,3,315
"수","10시-12시","8월",273,4,401
"수","10시-12시","9월",241,4,322
"수","10시-12시","10월",211,6,339
"수","10시-12시","11월",287,7,388
"수","10시-12시","12월",198,3,269
"수","12시-14시","전체",2980,35,4177
"수","12시-14시","1월",217,2,303
"수","12시-14시","2월",209,2,288
"수","12시-14시","3월",250,4,350
"수","12시-14시","4월",235,2,345
"수","12시-14시","5월",237,2,341
"수","12시-14시","6월",300,6,390
"수","12시-14시","7월",225,2,314
"수","12시-14시","8월",306,1,435
"수","12시-14시","9월",240,3,322
"수","12시-14시","10월",248,5,398
"수","12시-14시","11월",278,6,363
"수","12시-14시","12월",235,0,328
"수","14시-16시","전체",3278,32,4536
"수","14시-16시","1월",209,2,287
"수","14시-16시","2월",206,2,319
"수","14시-16시","3월",280,3,384
"수","14시-16시","4월",237,2,348
"수","14시-16시","5월",297,1,395
"수","14시-16시","6월",342,3,480
"수","14시-16시","7월",271,4,391
"수","14시-16시","8월",312,4,418
"수","14시-16시","9월",274,5,377
"수","14시-16시","10월",259,3,359
"수","14시-16시","11월",349,3,451
"수","14시-16시","12월",242,0,327
"수","16시-18시","전체",3950,29,5475
"수","16시-18시","1월",247,2,361
"수","16시-18시","2월",224,0,312
"수","16시-18시","3월",296,4,402
"수","16시-18시","4월",314,2,481
"수","16시-18시","5월",361,3,493
"수","16시-18시","6월",389,2,521
"수","16시-18시","7월",296,0,417
"수","16시-18시","8월",372,6,533
"수","16시-18시","9월",366,2,496
"수","16시-18시","10월",337,1,435
"수","16시-18시","11월",429,4,570
"수","16시-18시","12월",319,3,454
"수","18시-20시","전체",4223,40,5802
"수","18시-20시","1월",331,2,444
"수","18시-20시","2월",276,5,372
"수","18시-20시","3월",312,4,403
"수","18시-20시","4월",313,4,405
"수","18시-20시","5월",317,0,445
"수","18시-20시","6월",353,1,479
"수","18시-20시","7월",302,2,424
"수","18시-20시","8월",388,4,565
"수","18시-20시","9월",335,6,439
"수","18시-20시","10월",406,4,575
"수","18시-20시","11월",510,6,707
"수","18시-20시","12월",380,2,544
"수","20시-22시","전체",2704,29,3712
"수","20시-22시","1월",248,3,346
"수","20시-22시","2월",245,2,347
"수","20시-22시","3월",201,3,238
"수","20시-22시","4월",208,3,266
"수","20시-22시","5월",230,3,302
"수","20시-22시","6월",274,0,412
"수","20시-22시","7월",216,5,311
"수","20시-22시","8월",254,2,347
"수","20시-22시","9월",200,2,270
"수","20시-22시","10월",194,1,256
"수","20시-22시","11월",223,4,314
"수","20시-22시","12월",211,1,303
"수","22시-24시","전체",1769,28,2524
"수","22시-24시","1월",119,2,181
"수","22시-24시","2월",100,2,132
"수","22시-24시","3월",174,4,251
"수","22시-24시","4월",156,4,223
"수","22시-24시","5월",147,1,203
"수","22시-24시","6월",174,4,231
"수","22시-24시","7월",153,3,196
"수","22시-24시","8월",181,1,295
"수","22시-24시","9월",133,3,184
"수","22시-24시","10월",124,1,168
"수","22시-24시","11월",162,3,238
"수","22시-24시","12월",146,0,222
"목","00시-02시","전체",909,26,1331
"목","00시-02시","1월",31,2,40
"목","00시-02시","2월",31,0,50
"목","00시-02시","3월",62,0,85
"목","00시-02시","4월",85,3,133
"목","00시-02시","5월",105,3,150
"목","00시-02시","6월",116,4,158
"목","00시-02시","7월",92,2,147
"목","00시-02시","8월",56,4,75
"목","00시-02시","9월",85,2,126
"목","00시-02시","10월",60,2,89
"목","00시-02시","11월",81,2,129
"목","00시-02시","12월",105,2,149
"목","02시-04시","전체",454,19,621
"목","02시-04시","1월",26,1,38
"목","02시-04시","2월",19,4,25
"목","02시-04시","3월",33,5,34
"목","02시-04시","4월",19,0,23
"목","02시-04시","5월",50,3,66
"목","02시-04시","6월",45,0,60
"목","02시-04시","7월",45,2,55
"목","02시-04시","8월",39,1,59
"목","02시-04시","9월",52,2,78
"목","02시-04시","10월",38,0,57
"목","02시-04시","11월",29,0,49
"목","02시-04시","12월",59,1,77
"목","04시-06시","전체",620,31,868
"목","04시-06시","1월",35,2,59
"목","04시-06시","2월",27,3,35
"목","04시-06시","3월",40,1,51
"목","04시-06시","4월",40,0,65
"목","04시-06시","5월",49,1,74
"목","04시-06시","6월",60,2,93
"목","04시-06시","7월",56,7,78
"목","04시-06시","8월",60,3,79
"목","04시-06시","9월",79,2,110
"목","04시-06시","10월",61,4,82
"목","04시-06시","11월",53,3,62
"목","04시-06시","12월",60,3,80
"목","06시-08시","전체",1825,25,2443
"목","06시-08시","1월",128,3,175
"목","06시-08시","2월",118,3,163
"목","06시-08시","3월",122,2,180
"목","06시-08시","4월",127,5,157
"목","06시-08시","5월",150,2,192
"목","06시-08시","6월",175,0,235
"목","06시-08시","7월",165,1,226
"목","06시-08시","8월",122,0,179
"목","06시-08시","9월",181,3,229
"목","06시-08시","10월",173,3,226
"목","06시-08시","11월",160,1,204
"목","06시-08시","12월",204,2,277
"목","08시-10시","전체",3443,35,4732
"목","08시-10시","1월",234,2,341
"목","08시-10시","2월",232,0,314
"목","08시-10시","3월",268,4,344
"목","08시-10시","4월",276,2,365
"목","08시-10시","5월",246,6,365
"목","08시-10시","6월",356,4,472
"목","08시-10시","7월",292,3,393
"목","08시-10시","8월",221,3,333
"목","08시-10시","9월",383,3,520
"목","08시-10시","10월",342,3,463
"목","08시-10시","11월",276,2,392
"목","08시-10시","12월",317,3,430
"목","10시-12시","전체",2924,35,3937
"목","10시-12시","1월",259,1,345
"목","10시-12시","2월",222,1,305
"목","10시-12시","3월",226,1,297
"목","10시-12시","4월",211,1,288
"목","10시-12시","5월",207,1,299
"목","10시-12시","6월",249,9,319
"목","10시-12시","7월",233,3,347
"목","10시-12시","8월",233,2,305
"목","10시-12시","9월",319,5,430
"목","10시-12시","10월",263,3,329
"목","10시-12시","11월",231,4,329
"목","10시-12시","12월",271,4,344
"목","12시-14시","전체",3041,42,4158
"목","12시-14시","1월",226,3,298
"목","12시-14시","2월",202,4,264
"목","12시-14시","3월",231,3,316
"목","12시-14시","4월",248,5,342
"목","12시-14시","5월",251,2,349
"목","12시-14시","6월",283,3,384
"목","12시-14시","7월",229,1,300
"목","12시-14시","8월",258,7,346
"목","12시-14시","9월",333,3,471
"목","12시-14시","10월",242,3,358
"목","12시-14시","11월",231,4,320
"목","12시-14시","12월",307,4,410
"목","14시-16시","전체",3349,51,4708
"목","14시-16시","1월",282,2,415
"목","14시-16시","2월",230,2,329
"목","14시-16시","3월",273,1,365
"목","14시-16시","4월",230,4,331
"목","14시-16시","5월",250,5,361
"목","14시-16시","6월",297,4,421
"목","14시-16시","7월",260,7,386
"목","14시-16시","8월",262,2,371
"목","14시-16시","9월",373,7,512
"목","14시-16시","10월",308,7,433
"목","14시-16시","11월",272,5,359
"목","14시-16시","12월",312,5,425
"목","16시-18시","전체",3960,43,5381
"목","16시-18시","1월",235,1,320
"목","16시-18시","2월",235,0,320
"목","16시-18시","3월",285,2,363
"목","16시-18시","4월",307,2,436
"목","16시-18시","5월",354,4,514
"목","16시-18시","6월",407,7,539
"목","16시-18시","7월",327,5,471
"목","16시-18시","8월",281,1,397
"목","16시-18시","9월",498,6,663
"목","16시-18시","10월",329,4,405
"목","16시-18시","11월",327,5,447
"목","16시-18시","12월",375,6,506
"목","18시-20시","전체",4149,38,5603
"목","18시-20시","1월",346,1,486
"목","18시-20시","2월",262,2,338
"목","18시-20시","3월",344,5,473
"목","18시-20시","4월",282,2,356
"목","18시-20시","5월",292,1,387
"목","18시-20시","6월",407,3,538
"목","18시-20시","7월",285,2,366
"목","18시-20시","8월",282,3,370
"목","18시-20시","9월",423,4,585
"목","18시-20시","10월",397,8,531
"목","18시-20시","11월",398,2,585
"목","18시-20시","12월",431,5,588
"목","20시-22시","전체",2691,28,3675
"목","20시-22시","1월",249,3,341
"목","20시-22시","2월",224,3,294
"목","20시-22시","3월",235,5,299
"목","20시-22시","4월",209,6,290
"목","20시-22시","5월",201,1,255
"목","20시-22시","6월",283,1,400
"목","20시-22시","7월",231,2,334
"목","20시-22시","8월",178,1,243
"목","20시-22시","9월",242,3,323
"목","20시-22시","10월",200,2,271
"목","20시-22시","11월",185,1,259
"목","20시-22시","12월",254,0,366
"목","22시-24시","전체",1903,29,2737
